Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Armenia,ARM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.87084354,-40.74465636,-6.638470109,7.950115708,9.103388041,7.507273417,4.479644121,8.141848534,3.957818435,6.570086565,10.27940312,13.82346307,14.60582159,11.13422934,14.64320764,14.07860742,14.69586826,7.819138194,-13.51939082,2.582897383,4.7283176,6.913698623,2.823926169,3.073178678,2.735918024,-0.161329865,7.18452239,4.952230836,7.38219728,-7.771688905
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256153661,0.091870463,-0.19579254,-3.371501219,3.146660118,-1.172397267,-2.788560506,1.356786303,0.590081607,-4.187040198,-2.583995908,1.627844464,3.121880892,-1.561204901,-6.783548017,3.629568511,-1.188493717,
Antigua and Barbuda,ATG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,4.592267301,8.236766985,8.313546742,3.935887114,-0.069456681,5.365721772,10.15608026,7.642051366,11.54979755,6.697207748,5.136609192,4.82961566,2.145225601,0.838154597,-0.561528048,3.170343763,4.41621052,-6.408268751,4.319731218,3.219707934,2.568387808,1.686906765,4.340850519,-6.037663834,-0.373817347,4.721680697,4.403260934,5.016485291,11.00080029,7.605968396,-1.612584381,-13.33182584,-9.187966715,-3.298786215,2.049933173,-1.798966587,2.616052309,2.705718436,4.43856923,2.166386809,5.998457653,2.464670466,-16.67109906
Australia,AUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.4667226,-1.146259196,4.197037416,4.899688157,3.926748453,0.071361816,4.96922009,3.258015408,4.827150846,5.081356359,0.546809149,2.019907179,1.056878174,1.501347061,0.109760892,1.56423169,2.436774313,-0.269639311,2.925202006,1.78594096,1.710892308,1.619689863,-3.435636379,3.403882975,3.820001234,2.346263024,1.003183054,4.027279114,2.118047198,2.049457152,-1.65926862,-0.798845364,3.017106103,2.889016373,2.590920803,2.522734609,2.809919054,3.492413327,3.879959456,2.701328764,0.565688738,2.739716104,1.722900255,2.856048922,1.851139498,1.289214061,3.197559712,1.601302301,-0.142470567,0.492053155,1.048854351,2.119683584,0.834364138,1.015114223,0.732407044,1.177907008,0.591766543,1.379960221,0.618187911,-1.532086198
Austria,AUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.960717183,2.021469667,3.471466159,5.419336014,2.810012786,4.904479004,2.241009758,3.931241829,5.909495926,5.950496618,4.646942731,5.592381531,4.310905781,3.765373032,-0.099030082,4.763369869,5.039647613,-0.129830488,5.536447933,1.731377792,-0.398620518,1.938121505,3.13962808,0.057573093,2.450565671,2.236402355,1.293045279,3.149746508,3.420101785,3.553547647,2.413986454,0.97609224,-0.298754361,2.008761944,2.510912694,2.211434933,1.977975908,3.467829941,3.355044661,3.12743665,0.880259098,1.152676331,0.450946527,2.099711169,1.549877317,2.943417859,3.391730827,1.143307119,-4.016340042,1.592577128,2.576448318,0.222450577,-0.562298943,-0.122370667,-0.11154019,0.89246914,1.69076313,2.081696592,0.968753111,-6.980978608
Azerbaijan,AZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.229583456,-23.76383099,-24.25939892,-20.77813682,-12.8099672,0.282171311,4.784282218,8.960888302,6.461582378,10.19102962,9.051822301,8.625351139,9.37646097,8.301538012,26.66009473,32.99706632,24.04867893,8.293390791,7.121819526,3.54986089,-2.847182953,0.853886052,4.483203027,1.522431572,-0.147024804,-4.141174903,-0.824348483,0.62488441,1.616169342,-5.122379486
Burundi,BDI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-15.3945344,7.004353182,2.129712125,4.100164138,1.679621275,2.101420009,10.92739627,-2.799153603,-3.68149433,19.05331001,1.264421916,-7.443715479,5.837540592,-1.851440325,-0.783647374,5.939140625,9.052459524,-3.318896726,-0.894085329,-1.585332484,9.291867113,-3.611162227,0.998415566,-2.522266145,8.730598517,0.378526264,2.556606694,2.154443569,-1.292883845,0.990041952,2.620195926,-1.133402274,-8.05898851,-5.475121869,-9.274659565,-9.109232669,-2.586938677,3.675771113,-2.298375017,-2.593559293,-0.238106,1.664464582,-4.155108941,1.562578136,-2.294461494,2.046914102,0.104847755,1.456551173,0.455731439,1.756244616,0.74848923,1.198012892,1.687375305,1.021626356,-6.886404541,-3.708334877,-2.646778209,-1.557543455,-1.294768236,-2.740708463
Belgium,BEL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.630257134,4.794034518,3.574353541,5.949139356,2.624444661,2.461462453,3.291575742,3.785044364,6.328283647,5.478790451,3.79648857,4.88408824,6.047488699,4.236777496,-2.248829646,5.464140019,0.501978717,2.74598979,2.249127516,4.329008275,-0.276653455,0.62232907,0.319812264,2.467921562,1.621518975,1.786469656,2.219478116,4.39079501,3.093999126,2.830267975,1.455371726,1.11956586,-1.34799971,2.909318769,2.170550274,1.123669018,3.542789064,1.744323895,3.305706514,3.465452571,0.75248291,1.251984606,0.61587978,3.123928918,1.760455594,1.8781832,2.918338349,-0.343452718,-2.80592074,1.928764196,0.38003457,0.116402578,-0.013148386,1.128595725,1.451893368,0.755268919,1.230825593,1.325649934,1.236071352,-6.827420043
Benin,BEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.708767903,-4.855279325,3.083952909,4.873343386,3.437873008,1.652833258,-0.885627254,1.748815156,0.745753986,-0.064591636,-3.622623094,4.083951925,1.37077229,0.948842471,-7.160089426,-1.587200672,2.345622174,-1.344962747,3.750964407,3.948104864,6.990601849,-0.565434054,-7.004885535,4.895131602,4.472102001,-0.751722857,-4.339896789,0.360696738,-5.820441979,5.50734312,0.764617727,-0.562694983,2.195265515,-1.415633049,2.609386016,1.093696542,2.580781527,0.930187377,2.277568131,2.745725782,2.195763603,1.506465248,0.346606024,1.337933772,-1.245889709,0.975162118,3.004154076,1.976221564,-0.515289133,-0.711405268,0.116989314,1.919536798,4.24138004,3.439491778,-1.004234539,0.525130743,2.805281504,3.818783343,4.003089135,1.090098527
Burkina Faso,BFA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.656039312,4.722086108,-2.593191573,0.856967447,2.240964043,-1.020957475,7.058177699,1.344324637,0.288923278,-1.599244081,-0.337063148,0.523586256,-1.334541611,6.322369163,1.082039021,6.468037137,-1.58877893,2.495316589,1.476302654,-1.436586905,1.832503543,6.912886323,-2.150748562,-4.260939308,5.755685941,5.195035547,-2.802603121,3.057962331,-0.51075601,-3.211259863,6.188961341,-2.43047007,0.695587052,-1.410829728,2.852924336,7.987483712,3.397953189,4.341787837,4.40665135,-0.966443019,3.608687569,1.39456834,4.722709597,1.464089377,5.493492362,3.124248282,1.022406824,2.647568317,-0.107459606,5.220991699,3.462030917,3.309202511,2.684768015,1.28212747,0.911075763,2.913665585,3.177360753,3.714721408,2.735074445,-0.817663432
Bangladesh,BGD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.159069738,2.566304335,-3.220631195,7.773964948,-1.408613484,-0.613925241,-4.99506431,6.102955484,-1.623466937,3.066655727,-7.353329683,-15.38637938,1.779962568,7.830823937,-5.900720627,3.322472596,0.141704802,4.254809751,1.991289832,-1.8525797,4.443156185,-0.499724165,1.215529046,2.107809332,0.669033044,1.464275891,1.078532439,-0.207289569,0.274084213,3.086982001,1.106647184,3.11421545,2.465582465,1.690416545,2.901244279,2.319635126,2.306676748,3.014682995,2.574208258,3.257496507,3.113805997,1.960394887,2.941850091,3.55335866,4.965840614,5.24454106,5.753407226,4.806176198,3.878500674,4.390962886,5.253547153,5.29926033,4.79519609,4.85575647,5.366866159,5.946678284,6.136478312,6.733288194,7.04528955,1.354056411
Bulgaria,BGR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,4.551144229,2.032294165,3.172520881,3.154807367,2.684953395,4.235241269,5.898612494,10.82009085,-2.151690705,-7.463207655,-7.534068829,-6.271263897,-0.691213461,2.164358731,3.314187644,5.682548948,-13.66882955,4.983507372,-7.765352383,5.300838382,5.904565725,8.278099417,5.988070656,7.24831911,7.963428687,7.616424611,7.343463915,6.832886277,-2.750290659,1.223588178,3.012992727,0.939559724,0.888813875,2.466219592,4.6555006,4.551172108,4.261548231,3.839552119,4.426793443,-3.48302802
Bahrain,BHR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-8.916292706,-10.39046767,3.559536374,2.223543962,-7.527451604,-2.096575208,6.587008732,3.269926463,-2.94953367,1.311556176,8.21120367,3.973195307,10.10620581,-2.678094208,1.328874776,1.41793248,0.274316596,1.584987362,0.557068624,0.85269044,-2.348922626,-1.935982917,0.349253322,0.3884213,-0.353001993,-1.227455489,0.19212071,-1.258466559,-3.554145384,-0.356550281,-0.991765171,1.989467972,4.207418678,2.70680579,-0.187595037,-0.359639348,-0.475473382,-3.163570441,-2.467555933,-9.158970861
"Bahamas, The",BHS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.296158893,5.003803324,5.101137842,5.241162017,5.41521047,4.362002824,5.117130054,4.302846408,5.255062276,-8.496715463,-1.01388464,-5.650785913,5.401035119,-18.36693178,-16.51252122,2.999722737,6.830610407,11.6962479,23.37819415,4.17006405,-11.22129016,4.343285844,1.335907392,11.77860625,2.744027758,-0.094391614,1.187428581,0.578987493,4.90980498,-3.320245534,-5.936569399,-5.640773427,-1.556139332,1.360022376,2.765640485,2.828525005,5.617537681,-5.567333228,10.87623677,2.757758765,1.074343535,1.02250922,-2.988092112,-0.942616316,1.499854312,0.601739307,-0.464110317,-4.112026117,-5.798457819,0.011888723,-0.686873073,1.953127697,-3.628169731,0.110097653,-0.727095258,0.44468967,2.082158712,1.987817901,0.217093259,-17.07866579
Bosnia and Herzegovina,BIH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19074604,92.20181461,35.40931138,15.6536124,9.336053464,5.279982206,4.279406719,5.191462562,3.922874194,6.043170673,8.726386405,5.411483997,5.933136688,5.681419625,-2.528921524,1.695002033,2.181253882,0.724336969,4.15191548,2.911120618,4.674687895,4.462656369,4.240509741,4.601625193,3.545337395,-3.738784372
Belarus,BLR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.24845545,-9.794676413,-7.80756117,-11.59639581,-10.10994752,3.144020414,11.87348571,8.916745774,3.835822934,6.299636448,5.263892131,5.716082411,7.794917912,12.21261832,10.14976717,10.6755868,9.099459979,10.58130499,0.423651191,7.982069183,5.572385837,1.780361776,0.987444297,1.63497133,-3.982648864,-2.648709831,2.567482608,3.309792107,2.106839747,-0.699793741
Belize,BLZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.977002946,1.993327598,2.050786593,2.04147679,1.913738469,1.677964694,1.786403609,4.260870026,2.282834518,2.30724792,1.784369158,8.175201551,3.606540443,11.82075871,2.069994998,-1.423927003,5.060728825,6.3793587,5.746401784,11.2016623,-1.21687045,-2.688664585,-4.864983705,-0.903155324,-1.790905216,1.672110837,7.709239137,6.911520301,10.26946926,9.017296211,9.375135437,10.21994009,4.500623971,-1.854894418,-1.924604089,-1.750575468,-0.154120119,-0.167191044,4.804660123,9.212350789,1.497697214,1.81101273,6.476377866,2.103836901,-0.674808426,2.112534664,-2.07477171,0.861930612,-2.277345502,0.508816682,-0.477501916,0.06353977,-0.957357168,1.782185664,0.483912206,-2.059868356,-0.185526076,0.948560554,-0.137002394,-15.61012054
Bermuda,BMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.149274725,2.003969957,-1.260754717,8.383374233,2.250778443,12.34545455,11.0966736,0.178748759,1.520936744,4.379341589,4.195283883,2.564073979,2.238205024,1.632827387,4.551271534,8.529004074,5.500816287,1.074229338,1.768239125,6.226141898,1.674235543,-5.966959639,1.131648138,-0.396562989,-2.821585923,5.76696525,2.912453111,3.16809012,-0.399432874,-0.79846154,-3.035881338,0.666851964,2.457765924,-0.095697515,3.654763146,1.946947479,3.963724659,3.139627286,2.805721748,8.348324206,6.071369138,-2.116731681,2.736271274,1.655071335,1.018079897,4.940272519,2.763815335,-2.444780256,-6.148629405,-1.736363236,-2.907850829,-5.647262748,-0.591137895,-3.903606108,0.622598427,0.3938692,4.716102205,-0.504455912,0.469320878,
Bolivia,BOL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.118310324,3.523361072,4.699908729,1.892887784,2.806634814,4.995939039,4.140545832,6.285906647,2.290809658,3.007286545,2.821894512,5.646908954,3.451921012,0.70125071,4.969745182,2.322275417,2.666397831,-0.175360696,-2.019983346,-3.448985091,-1.786639271,-5.87581223,-5.958231488,-2.20047831,-3.670621542,-4.576234675,0.337258183,0.75923794,1.615856557,2.445135201,3.065292456,-0.475045194,2.1028796,2.509455368,2.542198796,2.256023764,2.862582939,2.962844994,-1.522826283,0.544854523,-0.235740274,0.579784521,0.831475281,2.298390878,2.574925411,2.977253409,2.78136714,4.368494273,1.649164361,2.429302282,3.511074097,3.453658224,5.127593307,3.843749695,3.282698885,2.731976373,2.696155263,2.752163602,0.796515958,-9.086162227
Brazil,BRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,7.111931357,2.186691784,-2.017284166,0.559751854,0.199506829,1.327163807,2.127427056,8.528693773,6.944083186,6.063476757,8.589671087,9.38616261,11.30352414,6.494105607,2.74604847,7.215688657,2.155092363,0.814356076,4.268950964,6.565574396,-6.618768652,-1.747836364,-5.611348801,2.935477112,5.639292614,5.771720783,1.55347665,-2.00557424,1.373216846,-4.841871627,-0.25845823,-2.151855879,2.937063244,3.627589553,2.749380234,0.596455673,1.790603436,-1.18436477,-1.009137302,2.911826434,0.013370859,1.709470967,-0.122933725,4.497077065,2.026303554,2.834758497,4.974701896,4.054410663,-1.081942365,6.524370067,3.026404275,1.014515383,2.108909277,-0.352483145,-4.351475065,-4.069410925,0.508337981,0.988960033,0.651853446,-4.740553195
Barbados,BRB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,-2.503764655,3.759131529,3.081383487,4.345009515,7.400647851,3.942567483,-2.251415338,-5.193633894,0.22001324,3.315718663,0.795647324,4.753842609,2.235096294,3.122487905,3.205065375,-3.667781629,-4.259119049,-6.043362248,0.419108141,1.61643817,1.606640117,3.551299912,4.296432326,3.285180863,-0.081218372,4.040958449,-2.71767289,0.444959659,1.837293191,1.060891029,3.565323666,5.461876364,1.7525013,0.253184616,-5.469843228,-2.641107072,-0.973739962,-0.70508296,-1.613257346,-0.310745172,2.268455267,2.309812032,0.323816531,-0.722886472,-0.22875084,-17.70571564
Brunei Darussalam,BRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,-3.721215686,15.48415719,6.762328188,2.955024877,18.38437203,-10.01110735,-22.29050914,0.911065578,-2.346201153,-2.21418663,-4.240089429,-5.444207556,-0.845485534,-1.731977534,-3.848126965,-1.746556699,0.242288261,1.821081207,-2.471496942,0.377292677,1.785087095,0.342665427,-3.790039442,-2.79359374,0.815875987,0.703316971,0.667930264,1.853226242,1.005462767,-1.212258392,-1.173658313,2.945644508,-1.102134932,-3.090072107,-2.911932071,1.349722742,2.413739982,-0.430143838,-3.437019985,-3.784519654,-1.625373519,-3.610898643,0.209044442,-0.992460953,2.82968996,0.234422659
Bhutan,BTN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,12.03185953,0.827843476,7.698003778,1.859086024,1.161980732,8.036816067,24.97367235,1.63811981,4.756655219,8.588875735,-1.122445365,4.622808648,2.35690231,5.086662731,6.528561583,4.23125671,3.417678606,3.537252859,5.459862606,1.059276076,6.082152837,8.761355447,5.794230755,4.188464354,5.644230192,5.590227761,17.03122085,3.748050248,5.691125069,10.77450932,6.768527697,3.877054941,0.875815244,4.479321287,5.348258203,6.83236706,3.408611367,1.848487752,4.262402747,-7.801265541
Botswana,BWA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.27838774,4.408403935,3.565121819,4.457643142,3.522688663,4.120109232,3.722823107,8.187334479,12.42073157,14.05714747,22.19334803,22.43221445,17.29260058,5.023291848,4.548542233,6.532347685,7.737422931,9.946780258,7.921527287,7.897494864,5.249043352,8.3857105,9.368257753,4.828944545,3.304723489,4.145412092,7.62366768,14.95404662,9.02473668,3.265163365,4.253147392,0.107786716,-0.674864272,1.102291732,4.472473404,3.329437738,5.815390994,-1.812933861,7.322170939,-0.064863831,-1.625584261,4.205109672,2.831243212,0.893974819,2.607174833,6.189759782,5.993576872,4.017076034,-9.442021048,6.727326038,4.559247783,3.219551903,10.10178009,2.849377993,-3.185735475,2.410346881,0.796941829,2.208042171,0.80609523,-9.770031885
Central African Republic,CAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.276216566,-5.317693296,-2.433820747,0.224610606,-0.966336543,-1.359245929,2.514398818,-0.682574476,5.004218573,0.508620625,-0.483030605,-1.460818343,0.433667892,4.706913187,-1.337210281,3.391992112,1.623311487,-1.105573478,-4.885127966,-7.022896906,-4.374163186,4.445665833,-10.91069389,6.386848717,1.319483045,1.3612977,-6.701370944,-0.069515503,0.054854216,-4.274369188,-3.031969196,-8.976862293,-2.527467518,1.926328022,4.284583746,-6.483290211,2.686489761,2.198143111,1.196806082,-4.696612815,2.174635926,1.433283274,-7.324447321,3.88836103,-1.053217533,2.743504181,2.615832214,0.254331009,6.978712515,3.458709217,3.443004,4.632922101,-36.55691955,-0.282695893,3.663704303,3.722777874,3.200452519,2.224675451,1.289461367,-1.751327808
Canada,CAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.119386965,5.445858236,3.405212917,4.650755482,4.409518317,4.735675775,1.25281683,3.315250035,3.626733255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94695464,3.128791684,3.945218564,0.309869781,2.303577137,2.879569828,2.948998271,4.008877889,3.118693069,5.835793375,-0.080294839,-4.030419849,1.949628189,2.142309009,0.663247995,1.253613813,1.841026124,-0.089285801,-0.135842621,1.811114549,0.992851882,0.430211134,-6.42792661
Central Europe and the Baltics,CEB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.513633804,-1.488265443,1.613461371,4.127686297,5.874216815,4.767383502,2.593814304,2.88052758,2.135699344,4.544544156,3.780892725,4.226859847,4.394056412,6.043250059,5.277737455,6.83038334,6.780805158,4.278657327,-3.232028543,2.078739145,3.399839608,0.89952288,1.462272749,3.207644282,4.220467261,3.354198086,5.14894413,4.702057803,3.97811869,-3.834979498
Switzerland,CHE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,1.047028267,-1.884376997,0.208475178,2.639204363,3.216945104,1.329945932,0.94940335,2.521347258,3.490642976,2.615466302,-2.146489842,-1.139718983,-1.031422705,0.465686459,-0.188350619,0.051070783,2.023107171,2.759541944,1.261444945,3.393747681,0.935103969,-0.759080084,-0.78567427,2.11713012,2.225677166,3.364296546,3.070462499,1.458141101,-3.295521168,2.19808651,0.793490807,0.148135707,0.657546866,1.204481604,0.507122106,0.936883741,0.641284066,2.257361417,0.363465117,-3.563179852
Channel Islands,CHI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.029715616,5.194985338,-1.947607641,-1.957050271,-3.511120538,-0.20935694,0.741424685,3.973999005,4.771853676,,,,,,,,,,,,,
